process,name,dim,vgrid,state,output,output_level,units,long,file
q_vegetation,beta_sinklim_ps,2D,surface,diagnostic,yes,FULL,,scaling factor to account for a direct sink limitation contraint on photosynthesis,mo_veg_memory_class.f90
q_vegetation,dphi,2D,surface,diagnostic,no,NONE,MPa,plant-soil water potential gradient,mo_veg_memory_class.f90
q_vegetation,growth_req_n,2D,surface,diagnostic,no,NONE,,moles N required for a unit of C growth under current allocation fractions ,mo_veg_memory_class.f90
q_vegetation,growth_req_p,2D,surface,diagnostic,no,NONE,,moles P required for a unit of N growth under current allocation fractions ,mo_veg_memory_class.f90
q_vegetation,leaf_cn_direction,2D,surface,diagnostic,no,NONE,,indicates direction of change in leaf CN ratio to maximise NPP,mo_veg_memory_class.f90
q_vegetation,target_lai,2D,surface,prognostic,yes,NONE,m2 m-2,LAI implied from sap wood area,mo_veg_memory_class.f90
q_vegetation,kstar_labile,2D,surface,diagnostic,no,NONE,,"labile pool turnover rate, only temperature and moisture constraints, no stoichiometry",mo_veg_memory_class.f90
q_vegetation,root_limitation_state,2D,surface,prognostic,no,NONE,,root_limitation_state,mo_veg_memory_class.f90
q_vegetation,falloc_fruit_crop,2D,surface,prognostic,yes,NONE,0-1,fraction of allocation in crops for grain production,mo_veg_memory_class.f90
q_vegetation,root_fraction_sl,3D,vgrid_soil_w,prognostic,no,FULL,,fractions of root per layer,mo_veg_memory_class.f90
q_vegetation,delta_root_fraction_sl,3D,vgrid_soil_w,diagnostic,no,NONE,,change in fractions of root per layer,mo_veg_memory_class.f90
q_vegetation,lai_cl,3D,vgrid_canopy_q_assimi,diagnostic,yes,NONE,m2 m-2,leaf area index per canopy layer,mo_veg_memory_class.f90
q_vegetation,cumm_lai_cl,3D,vgrid_canopy_q_assimi,diagnostic,no,NONE,m2 m-2,cummulative leaf area above the mid-point of the canopy layer,mo_veg_memory_class.f90
q_vegetation,target_cn_fine_root,2D,surface,prognostic,no,NONE,mol/mol,target C:N ratio for fine roots,mo_veg_memory_class.f90
q_vegetation,target_cn_coarse_root,2D,surface,diagnostic,no,NONE,mol/mol,target C:N ratio for coarse roots,mo_veg_memory_class.f90
q_vegetation,target_cn_sap_wood,2D,surface,diagnostic,no,NONE,mol/mol,target C:N ratio for sap wood ,mo_veg_memory_class.f90
q_vegetation,target_cn_fruit,2D,surface,diagnostic,no,NONE,mol/mol,target C:N ratio for fruit pool,mo_veg_memory_class.f90
q_vegetation,target_np_fine_root,2D,surface,prognostic,no,NONE,mol/mol,target N:P ratio for fine roots,mo_veg_memory_class.f90
q_vegetation,target_np_coarse_root,2D,surface,diagnostic,no,NONE,mol/mol,target N:P ratio for coarse roots,mo_veg_memory_class.f90
q_vegetation,target_np_sap_wood,2D,surface,diagnostic,no,NONE,mol/mol,target N:P ratio for sap wood pool,mo_veg_memory_class.f90
q_vegetation,target_np_fruit,2D,surface,diagnostic,no,NONE,mol/mol,target N:P ratio for fruit pool,mo_veg_memory_class.f90
q_vegetation,leaf_nitrogen_cl,3D,vgrid_canopy_q_assimi,diagnostic,no,NONE,mmol m-2 LAI,N in canopy layer,mo_veg_memory_class.f90
q_vegetation,fn_chl_cl,3D,vgrid_canopy_q_assimi,conditional,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,fn_et_cl,3D,vgrid_canopy_q_assimi,diagnostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,fn_rub_cl,3D,vgrid_canopy_q_assimi,diagnostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,fn_pepc_cl,3D,vgrid_canopy_q_assimi,diagnostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,fn_oth_cl,3D,vgrid_canopy_q_assimi,diagnostic,no,FULL,,,mo_veg_memory_class.f90
q_vegetation,fleaf_sunlit_cl,3D,vgrid_canopy_q_assimi,diagnostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,maint_respiration_pot,2D,surface,diagnostic,no,NONE,micro-mol CO2 m-2 s-1,potential maintenance respiration,mo_veg_memory_class.f90
q_vegetation,maint_respiration,2D,surface,diagnostic,yes,BASIC,micro-mol CO2 m-2 s-1,maintenance respiration,mo_veg_memory_class.f90
q_vegetation,maint_respiration_c13,2D,surface,diagnostic,yes,FULL,micro-mol 13CO2 m-2 s-1,maintenance respiration,mo_veg_memory_class.f90
q_vegetation,maint_respiration_c14,2D,surface,diagnostic,yes,FULL,micro-mol 14CO2 m-2 s-1,maintenance respiration,mo_veg_memory_class.f90
q_vegetation,growth_respiration,2D,surface,diagnostic,yes,BASIC,micro-mol CO2 m-2 s-1,growth respiration,mo_veg_memory_class.f90
q_vegetation,growth_respiration_c13,2D,surface,diagnostic,yes,FULL,micro-mol 13CO2 m-2 s-1,growth respiration,mo_veg_memory_class.f90
q_vegetation,growth_respiration_c14,2D,surface,diagnostic,yes,FULL,micro-mol 14CO2 m-2 s-1,growth respiration,mo_veg_memory_class.f90
q_vegetation,n_transform_respiration,2D,surface,diagnostic,yes,FULL,micro-mol CO2 m-2 s-1,respiration associated with N transformation,mo_veg_memory_class.f90
q_vegetation,n_fixation_respiration,2D,surface,diagnostic,yes,FULL,micro-mol CO2 m-2 s-1,respiration associated with N fixation,mo_veg_memory_class.f90
q_vegetation,n_processing_respiration,2D,surface,diagnostic,yes,BASIC,micro-mol CO2 m-2 s-1,respiration associated with N processing,mo_veg_memory_class.f90
q_vegetation,n_processing_respiration_c13,2D,surface,diagnostic,yes,FULL,micro-mol 13CO2 m-2 s-1,respiration associated with N processing,mo_veg_memory_class.f90
q_vegetation,n_processing_respiration_c14,2D,surface,diagnostic,yes,FULL,micro-mol 14CO2 m-2 s-1,respiration associated with N processing,mo_veg_memory_class.f90
q_vegetation,npp,2D,surface,diagnostic,yes,BASIC,micro-mol CO2 m-2 s-1,net primary production,mo_veg_memory_class.f90
q_vegetation,npp_c13,2D,surface,diagnostic,yes,MEDIUM,micro-mol 13CO2 m-2 s-1,net primary production,mo_veg_memory_class.f90
q_vegetation,npp_c14,2D,surface,diagnostic,yes,MEDIUM,micro-mol 14CO2 m-2 s-1,net primary production,mo_veg_memory_class.f90
q_vegetation,uptake_nh4,2D,surface,diagnostic,yes,BASIC,micro-mol N m-2 s-1,NH4 uptake from soil,mo_veg_memory_class.f90
q_vegetation,uptake_nh4_n15,2D,surface,diagnostic,yes,FULL,micro-mol N m-2 s-1,15NH4 uptake from soil,mo_veg_memory_class.f90
q_vegetation,uptake_no3,2D,surface,diagnostic,yes,BASIC,micro-mol N m-2 s-1,NO3 uptake from soil,mo_veg_memory_class.f90
q_vegetation,uptake_no3_n15,2D,surface,diagnostic,yes,FULL,micro-mol N m-2 s-1,15NO3 uptake from soil,mo_veg_memory_class.f90
q_vegetation,uptake_po4,2D,surface,diagnostic,yes,FULL,micro-mol P m-2 s-1,PO4 uptake from soil,mo_veg_memory_class.f90
q_vegetation,n_fixation,2D,surface,diagnostic,yes,MEDIUM,micro-mol N m-2 s-1,symbiontic N fixation,mo_veg_memory_class.f90
q_vegetation,n_fixation_n15,2D,surface,diagnostic,yes,FULL,micro-mol 15N m-2 s-1,symbiontic N fixation,mo_veg_memory_class.f90
q_vegetation,recycling_leaf_n,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,net flux of N from leaf to labile (senescence and maintenance),mo_veg_memory_class.f90
q_vegetation,recycling_leaf_n15,2D,surface,diagnostic,no,FULL,mol m-2 timestep-1,"net flux of 15N from leaf to labile, senescence & maint",mo_veg_memory_class.f90
q_vegetation,recycling_leaf_p,2D,surface,diagnostic,no,FULL,mol m-2 timestep-1,"net flux of P from leaf to labile, senescence & maint",mo_veg_memory_class.f90
q_vegetation,recycling_fine_root_n,2D,surface,diagnostic,no,FULL,mol m-2 timestep-1,"net flux of N from fine roots to labile, senescence & maint",mo_veg_memory_class.f90
q_vegetation,recycling_fine_root_n15,2D,surface,diagnostic,no,FULL,mol m-2 timestep-1,"net flux of 15N from fine roots to labile, senescence & maint",mo_veg_memory_class.f90
q_vegetation,recycling_fine_root_p,2D,surface,diagnostic,no,FULL,mol m-2 timestep-1,"net flux of P from fine roots to labile, senescence & maint",mo_veg_memory_class.f90
q_vegetation,recycling_heart_wood_n,2D,surface,diagnostic,no,FULL,mol m-2 timestep-1,"net flux of N from sapwood to labile, senescence & maint",mo_veg_memory_class.f90
q_vegetation,recycling_heart_wood_n15,2D,surface,diagnostic,no,FULL,mol m-2 timestep-1,"net flux of 15N from sapwood to labile, senescence & maint",mo_veg_memory_class.f90
q_vegetation,recycling_heart_wood_p,2D,surface,diagnostic,no,FULL,mol m-2 timestep-1,"net flux of P from sapwood to labile, senescence & maint",mo_veg_memory_class.f90
q_vegetation,net_growth,2D,surface,diagnostic,no,FULL,micro-mol CO2 m-2 s-1,npp minus turnover,mo_veg_memory_class.f90
q_vegetation,herbivory_leaf_resp,2D,surface,diagnostic,yes,BASIC,micro-mol CO2 m-2 s-1,respiration associated with herbivory on leaves,mo_veg_memory_class.f90
q_vegetation,herbivory_leaf_resp_c13,2D,surface,diagnostic,yes,FULL,micro-mol 13CO2 m-2 s-1,respiration associated with herbivory on leaves,mo_veg_memory_class.f90
q_vegetation,herbivory_leaf_resp_c14,2D,surface,diagnostic,yes,FULL,micro-mol 14CO2 m-2 s-1,respiration associated with herbivory on leaves,mo_veg_memory_class.f90
q_vegetation,herbivory_fruit_resp,2D,surface,diagnostic,yes,BASIC,micro-mol CO2 m-2 s-1,respiration associated with herbivory on fruits,mo_veg_memory_class.f90
q_vegetation,herbivory_fruit_resp_c13,2D,surface,diagnostic,yes,FULL,micro-mol 13CO2 m-2 s-1,respiration associated with herbivory on fruits,mo_veg_memory_class.f90
q_vegetation,herbivory_fruit_resp_c14,2D,surface,diagnostic,yes,FULL,micro-mol 14CO2 m-2 s-1,respiration associated with herbivory on fruits,mo_veg_memory_class.f90
q_vegetation,fmaint_rate_root,2D,surface,diagnostic,no,NONE,~micro-mol C mol-1 N s-1,current N-specific maintentance respiration,mo_veg_memory_class.f90
q_vegetation,unit_npp,2D,surface,diagnostic,no,NONE,,incremental change in NPP. Needed for optimal allocation,mo_veg_memory_class.f90
q_vegetation,unit_transpiration,2D,surface,diagnostic,no,NONE,,incremental change in transpiration. Needed for optimal allocation,mo_veg_memory_class.f90
q_vegetation,unit_uptake_n_pot,2D,surface,diagnostic,no,NONE,,"incremental change in potential N uptake per unit root carbon, N uptake calculation ",mo_veg_memory_class.f90
q_vegetation,unit_uptake_p_pot,2D,surface,diagnostic,no,NONE,,"incremental change in potential P uptake per unit root carbon, currently unused ",mo_veg_memory_class.f90
q_vegetation,unit_uptake_n_act,2D,surface,diagnostic,no,NONE,,"incremental change in actual N uptake per unit root carbon, optimal allocation",mo_veg_memory_class.f90
q_vegetation,unit_uptake_p_act,2D,surface,diagnostic,no,NONE,,"incremental change in actual P uptake per unit root carbon, optimal allocation",mo_veg_memory_class.f90
q_vegetation,delta_dens_ind,2D,surface,diagnostic,no,NONE,# m-2 timestep-1,change in density of individuals,mo_veg_memory_class.f90
q_vegetation,cost_n_uptake_root,2D,surface,diagnostic,no,NONE,mol C mol-1 N,actual cost for N uptake by roots,mo_veg_memory_class.f90
q_vegetation,mortality_rate,2D,surface,diagnostic,yes,FULL,mortality rate of trees / grass per timestep-1,mortality rate,mo_veg_memory_class.f90
q_vegetation,k1_opt,2D,surface,diagnostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,k2_opt,2D,surface,diagnostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,leaf2sapwood_mass_ratio,2D,surface,diagnostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,leaf2root_mass_ratio,2D,surface,diagnostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,active_n_fixation,2D,surface,diagnostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,fleaf_sunlit_daytime_cl,3D,vgrid_canopy_q_assimi,prognostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,t_air_daytime,2D,surface,conditional,no,NONE,K,average of the previous day,mo_veg_memory_class.f90
q_vegetation,press_srf_daytime,2D,surface,conditional,no,NONE,Pa,average of the previous day,mo_veg_memory_class.f90
q_vegetation,co2_mixing_ratio_daytime,2D,surface,conditional,no,NONE,co2 in ppm,average of the previous day,mo_veg_memory_class.f90
q_vegetation,ga_daytime,2D,surface,conditional,no,NONE,co2 in ppm,average of the previous day,mo_veg_memory_class.f90
q_vegetation,beta_sinklim_ps_daytime,2D,surface,conditional,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,t_jmax_opt_daytime,2D,surface,prognostic,no,NONE,deg C,average of the previous day,mo_veg_memory_class.f90
q_vegetation,fleaf_sunlit_daytime_dacc_cl,3D,vgrid_canopy_q_assimi,prognostic,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,t_air_daytime_dacc,2D,surface,conditional,no,NONE,K,average of the previous day,mo_veg_memory_class.f90
q_vegetation,press_srf_daytime_dacc,2D,surface,conditional,no,NONE,Pa,average of the previous day,mo_veg_memory_class.f90
q_vegetation,co2_mixing_ratio_daytime_dacc,2D,surface,conditional,no,NONE,co2 in ppm,average of the previous day,mo_veg_memory_class.f90
q_vegetation,ga_daytime_dacc,2D,surface,conditional,no,NONE,m s-1,aerodynamic conductance average of the previous day,mo_veg_memory_class.f90
q_vegetation,beta_sinklim_ps_daytime_dacc,2D,surface,conditional,no,NONE,,,mo_veg_memory_class.f90
q_vegetation,t_jmax_opt_daytime_dacc,2D,surface,prognostic,no,NONE,deg C,value accumulated over current day ,mo_veg_memory_class.f90
q_vegetation,gpp_tlabile_mavg,2D,surface,prognostic,no,NONE,micro-mol m-2 s-1,gpp ,mo_veg_memory_class.f90
q_vegetation,maint_respiration_tlabile_mavg,2D,surface,prognostic,no,NONE,micro-mol m-2 s-1,maintenance respiration,mo_veg_memory_class.f90
q_vegetation,growth_req_n_tlabile_mavg,2D,surface,prognostic,no,NONE,,moles N required for a unit of C growth under current allocation fractions,mo_veg_memory_class.f90
q_vegetation,growth_req_p_tlabile_mavg,2D,surface,prognostic,no,NONE,,moles P required for a unit of N growth under current allocation fractions,mo_veg_memory_class.f90
q_vegetation,t_air_tphen_mavg,2D,surface,prognostic,no,NONE,,air temp mavg for phenology calc,mo_veg_memory_class.f90
q_vegetation,t_soil_srf_tphen_mavg,2D,surface,prognostic,no,NONE,,soil temp mavg for phenology calc,mo_veg_memory_class.f90
q_vegetation,npp_tuptake_mavg,2D,surface,prognostic,no,NONE,micro-mol m-2 s-1,npp of the last week,mo_veg_memory_class.f90
q_vegetation,demand_uptake_n_tuptake_mavg,2D,surface,prognostic,no,NONE,,scalar of Vmax for root N uptake ,mo_veg_memory_class.f90
q_vegetation,demand_uptake_p_tuptake_mavg,2D,surface,prognostic,no,NONE,,scalar of Vmax for root P uptake,mo_veg_memory_class.f90
q_vegetation,growth_req_n_tuptake_mavg,2D,surface,prognostic,no,NONE,,moles N required for a unit of C growth under current allocation fractions,mo_veg_memory_class.f90
q_vegetation,growth_req_p_tuptake_mavg,2D,surface,prognostic,no,NONE,,moles P required for a unit of N growth under current allocation fractions,mo_veg_memory_class.f90
q_vegetation,exudation_c_tmyc_mavg,2D,surface,prognostic,no,NONE,mol C,moving average of C allocation to mycorrhizae,mo_veg_memory_class.f90
q_vegetation,fleaf_sunlit_tfrac_mavg_cl,3D,vgrid_canopy_q_assimi,prognostic,no,NONE,,fraction of sunlit leaves,mo_veg_memory_class.f90
q_vegetation,t_air_tfrac_mavg,2D,surface,conditional,no,NONE,,air temp,mo_veg_memory_class.f90
q_vegetation,press_srf_tfrac_mavg,2D,surface,conditional,no,NONE,,air pressure at surface,mo_veg_memory_class.f90
q_vegetation,co2_mixing_ratio_tfrac_mavg,2D,surface,conditional,no,NONE,,co2 mixing ratio of the air,mo_veg_memory_class.f90
q_vegetation,ga_tfrac_mavg,2D,surface,conditional,no,NONE,,aerodynamic conductance,mo_veg_memory_class.f90
q_vegetation,beta_sinklim_ps_tfrac_mavg,2D,surface,conditional,no,NONE,,scaling factor to account for soil moisture constraints on photosynthesis ,mo_veg_memory_class.f90
q_vegetation,fleaf_sunlit_tcnl_mavg_cl,3D,vgrid_canopy_q_assimi,conditional,no,NONE,,fraction of sunlit leaves,mo_veg_memory_class.f90
q_vegetation,t_air_tcnl_mavg,2D,surface,conditional,no,NONE,,air temp,mo_veg_memory_class.f90
q_vegetation,press_srf_tcnl_mavg,2D,surface,conditional,no,NONE,,air pressure at surface,mo_veg_memory_class.f90
q_vegetation,co2_mixing_ratio_tcnl_mavg,2D,surface,conditional,no,NONE,,co2 mixing ratio of the air,mo_veg_memory_class.f90
q_vegetation,ga_tcnl_mavg,2D,surface,conditional,no,NONE,,aerodynamic conductance,mo_veg_memory_class.f90
q_vegetation,uptake_n_tcnl_mavg,2D,surface,prognostic,no,NONE,,root N uptake,mo_veg_memory_class.f90
q_vegetation,growth_cn_tcnl_mavg,2D,surface,prognostic,no,NONE,,new growth CN ratio,mo_veg_memory_class.f90
q_vegetation,growth_np_tcnl_mavg,2D,surface,prognostic,no,NONE,, ,mo_veg_memory_class.f90
q_vegetation,npp_tcnl_mavg,2D,surface,conditional,no,NONE,,NPP,mo_veg_memory_class.f90
q_vegetation,fmaint_rate_tcnl_mavg,2D,surface,conditional,no,NONE,~micro-mol C mol-1 N s-1,N-specific maintentance respiration for optmal leaf N,mo_veg_memory_class.f90
q_vegetation,labile_nitrogen_tcnl_mavg,2D,surface,prognostic,no,NONE,, ,mo_veg_memory_class.f90
q_vegetation,labile_carbon_tcnl_mavg,2D,surface,prognostic,no,NONE,, ,mo_veg_memory_class.f90
q_vegetation,labile_phosphorus_tcnl_mavg,2D,surface,prognostic,no,NONE,, ,mo_veg_memory_class.f90
q_vegetation,npp_talloc_mavg,2D,surface,conditional,no,NONE,micro-mol m-2 s-1,NPP,mo_veg_memory_class.f90
q_vegetation,n_fixation_talloc_mavg,2D,surface,conditional,no,NONE,,N fixation averaged at the allocation timescale,mo_veg_memory_class.f90
q_vegetation,transpiration_talloc_mavg,2D,surface,conditional,no,FULL,,average transpiration at allocation time-scale,mo_veg_memory_class.f90
q_vegetation,unit_npp_talloc_mavg,2D,surface,conditional,no,FULL,micro-mol C mol-1,rate of change in NPP with  increment in leaf mass,mo_veg_memory_class.f90
q_vegetation,unit_transpiration_talloc_mavg,2D,surface,conditional,no,FULL,,rate of tranpiration change per unit LAI change?,mo_veg_memory_class.f90
q_vegetation,unit_uptake_n_talloc_mavg,2D,surface,conditional,no,FULL,micro-mol N mol-1,actual rate of N uptkae per unit root,mo_veg_memory_class.f90
q_vegetation,unit_uptake_p_talloc_mavg,2D,surface,conditional,no,FULL,micro-mol P mol-1,actual rate of P uptake per unit root,mo_veg_memory_class.f90
q_vegetation,dphi_talloc_mavg,2D,surface,conditional,no,FULL,MPa,leaf-soil water potential gradient,mo_veg_memory_class.f90
q_vegetation,growth_cn_talloc_mavg,2D,surface,prognostic,no,FULL,,"plant growth cn ratio, equivalent to 1/growth_req_n",mo_veg_memory_class.f90
q_vegetation,growth_cp_talloc_mavg,2D,surface,conditional,no,FULL,,"plant growth cp ratio, equivalent to 1 / (growthreq_n * growth_req_p)",mo_veg_memory_class.f90
q_vegetation,growth_np_talloc_mavg,2D,surface,prognostic,no,FULL,,"plant growth hp ratio, equivalent to 1/(growth_req_p)",mo_veg_memory_class.f90
q_vegetation,labile_carbon_talloc_mavg,2D,surface,prognostic,no,FULL,,"moving average of labile carbon pool, allometry calculations",mo_veg_memory_class.f90
q_vegetation,labile_nitrogen_talloc_mavg,2D,surface,prognostic,no,FULL,,"moving average of labile nitrogen pool, allometry calculations",mo_veg_memory_class.f90
q_vegetation,labile_phosphorus_talloc_mavg,2D,surface,prognostic,no,FULL,,"moving average of labile phosphorus pool, allometry calculations",mo_veg_memory_class.f90
q_vegetation,growth_p_limit_based_on_n_mavg,2D,surface,prognostic,no,FULL,,moving average indicator of how much plant is P limited based on N,mo_veg_memory_class.f90
q_vegetation,reserve_carbon_talloc_mavg,2D,surface,prognostic,no,FULL,,"moving average of reserve carbon, optimal allocation",mo_veg_memory_class.f90
q_vegetation,reserve_nitrogen_talloc_mavg,2D,surface,prognostic,no,FULL,,"moving average of reserve nitrogen, optimal allocation",mo_veg_memory_class.f90
q_vegetation,reserve_phosphorus_talloc_mavg,2D,surface,prognostic,no,FULL,,"moving average of reserve phosphorus, optimal allocation",mo_veg_memory_class.f90
q_vegetation,wtr_rootzone_rel_talloc_mavg,2D,surface,prognostic,no,FULL,,moving average of relative soil moisture in rootzone,mo_veg_memory_class.f90
q_vegetation,leaf2root_troot_mavg,2D,surface,prognostic,no,FULL,,leaf to root mass ratio,mo_veg_memory_class.f90
q_vegetation,unit_npp_troot_mavg,2D,surface,prognostic,no,FULL,micro-mol C mol-1,rate of change in NPP with increment in leaf mass,mo_veg_memory_class.f90
q_vegetation,unit_uptake_n_pot_troot_mavg,2D,surface,prognostic,no,FULL,micro-mol N mol-1,rate of N uptkae per unit root,mo_veg_memory_class.f90
q_vegetation,unit_uptake_p_pot_troot_mavg,2D,surface,prognostic,no,FULL,micro-mol P mol-1,rate of P uptake per unit root,mo_veg_memory_class.f90
q_vegetation,fmaint_rate_troot_mavg,2D,surface,prognostic,no,FULL,~micro-mol C mol-1 N s-1,moving average of N-specific maintentance respiration,mo_veg_memory_class.f90
q_vegetation,an_boc_tvegdyn_mavg,2D,surface,prognostic,no,FULL,,"net photosynthesis at bottom of canopy, lowest canopy layer existing",mo_veg_memory_class.f90
q_vegetation,net_growth_tvegdyn_mavg,2D,surface,prognostic,no,FULL,micro-mol C m-2 s-1,"net growth, npp minus turnover",mo_veg_memory_class.f90
q_vegetation,lai_tvegdyn_mavg,2D,surface,prognostic,no,FULL,m2 m-2,lai at vegdynamics timescale,mo_veg_memory_class.f90
q_vegetation,beta_sinklim_ps_tacclim_mavg,2D,surface,prognostic,no,FULL,,scaling factor to adjust beta sinklimitation to labile carbon response,mo_veg_memory_class.f90
q_vegetation,t_air_tacclim_mavg,2D,surface,prognostic,no,FULL,,average air temperature for respiration acclimation,mo_veg_memory_class.f90
q_vegetation,t_soil_root,2D,surface,diagnostic,no,FULL,K,Temperature of fine roots in the soil,mo_veg_memory_class.f90
q_vegetation,t_soil_root_tacclim_mavg,2D,surface,prognostic,no,FULL,,average root temperature for respiration acclimation,mo_veg_memory_class.f90
q_vegetation,t_air_week_mavg,2D,surface,prognostic,no,FULL,,avrg air temperature across 7 days,mo_veg_memory_class.f90
q_vegetation,t_air_month_mavg,2D,surface,prognostic,no,FULL,,avrg air temperature across 30 days,mo_veg_memory_class.f90
q_vegetation,t_jmax_opt_mavg,2D,surface,prognostic,no,FULL,,optimim temperature for electron transport of photosynthesis,mo_veg_memory_class.f90
q_vegetation,rfr_ratio_boc,2D,surface,diagnostic,yes,FULL,,,mo_veg_memory_class.f90
q_vegetation,rfr_ratio_boc_tvegdyn_mavg,2D,surface,prognostic,no,FULL,,,mo_veg_memory_class.f90
q_vegetation,net_biosphere_production,2D,surface,diagnostic,yes,BASIC,[micro-mol CO2 m-2 s-1],Balance between carbon losses and gains,mo_veg_memory_class.f90
q_vegetation,net_biosphere_production_c14,2D,surface,diagnostic,yes,MEDIUM,[micro-mol CO2 m-2 s-1],Balance between carbon14 losses and gains,mo_veg_memory_class.f90
q_vegetation,net_biosphere_production_c13,2D,surface,diagnostic,yes,MEDIUM,[micro-mol CO2 m-2 s-1],Balance between carbon13 losses and gains,mo_veg_memory_class.f90
q_vegetation,biological_n_fixation,2D,surface,diagnostic,yes,BASIC,[micro-mol N m-2 s-1],symbiotic + asymbiotic N fixation,mo_veg_memory_class.f90
q_vegetation,total_veg_c_gsum,2D,surface,diagnostic,yes,,Pg,Global sum of all vegetation C pools,mo_veg_memory_class.f90
q_vegetation,total_prod_c_gsum,2D,surface,diagnostic,yes,,Pg,Global sum of all product C pools,mo_veg_memory_class.f90
q_vegetation,lai_gmean,2D,surface,diagnostic,yes,,m2 m-2,Global average of LAI,mo_veg_memory_class.f90
q_vegetation,fract_fpc_gmean,2D,surface,diagnostic,yes,,1,Global average of foliar projected coverage,mo_veg_memory_class.f90
q_vegetation,gpp_gsum,2D,surface,diagnostic,yes,,Pg yr-1,Global sum of GPP,mo_veg_memory_class.f90
q_vegetation,npp_gsum,2D,surface,diagnostic,yes,,Pg yr-1,Global sum of NPP,mo_veg_memory_class.f90
q_vegetation,nuptake_gsum,2D,surface,diagnostic,yes,,Tg yr-1,Global sum of N uptake by vegetation,mo_veg_memory_class.f90
radiation,sw_srf_net,2D,surface,diagnostic,yes,BASIC,,Net surface shortwave radiation,mo_rad_memory_class.f90
radiation,swvis_srf_net,2D,surface,diagnostic,yes,MEDIUM,,Net surface shortwave radiation in VIS,mo_rad_memory_class.f90
radiation,swnir_srf_net,2D,surface,diagnostic,yes,MEDIUM,,Net surface shortwave radiation in NIR,mo_rad_memory_class.f90
radiation,lw_srf_net,2D,surface,diagnostic,yes,BASIC,,Net surface longwave radiation,mo_rad_memory_class.f90
radiation,rad_srf_net,2D,surface,diagnostic,yes,BASIC,,Net surface radiation,mo_rad_memory_class.f90
radiation,alb_background,2D,surface,diagnostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_vis,2D,surface,prognostic,yes,BASIC,,,mo_rad_memory_class.f90
radiation,alb_nir,2D,surface,prognostic,yes,BASIC,,,mo_rad_memory_class.f90
radiation,alb_vis_snow,2D,surface,prognostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_nir_snow,2D,surface,prognostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_vis_lnd,2D,surface,prognostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_nir_lnd,2D,surface,prognostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_vis_soil,2D,surface,prognostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_nir_soil,2D,surface,prognostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_vis_mineralsoil,2D,surface,prognostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_nir_mineralsoil,2D,surface,prognostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_vis_pond,2D,surface,conditional,yes,,,,mo_rad_memory_class.f90
radiation,alb_nir_pond,2D,surface,conditional,yes,,,,mo_rad_memory_class.f90
radiation,alb_vis_can,2D,surface,diagnostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,alb_nir_can,2D,surface,diagnostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,snow_age,2D,surface,prognostic,yes,MEDIUM,-,Factor used to calculate snow ageing,mo_rad_memory_class.f90
radiation,sky_view_fract,2D,surface,prognostic,yes,,,,mo_rad_memory_class.f90
radiation,sky_view_fract_stem,2D,surface,prognostic,yes,,,,mo_rad_memory_class.f90
radiation,par,2D,surface,diagnostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,par_down_mol,2D,surface,diagnostic,yes,MEDIUM,,,mo_rad_memory_class.f90
radiation,fapar,2D,surface,diagnostic,yes,BASIC,,,mo_rad_memory_class.f90
radiation,par_down_mol_nacc,2D,surface,prognostic,yes,,,,mo_rad_memory_class.f90
radiation,par_down_mol_tavg,2D,surface,diagnostic,yes,,,,mo_rad_memory_class.f90
radiation,soil_reflectivity_par,2D,surface,diagnostic,no,,,,mo_rad_memory_class.f90
radiation,fract_par_direct,2D,surface,diagnostic,yes,,,,mo_rad_memory_class.f90
radiation,lai_cl,3D,canopy_layer,diagnostic,yes,,,,mo_rad_memory_class.f90
radiation,fapar_cl,3D,canopy_layer,diagnostic,yes,,,,mo_rad_memory_class.f90
