process,name,dim,vgrid,state,output,output_level,units,long,file
q_assimilation,beta_soil_ps_tfrac_mavg,2D,surface,conditional,no,FULL,unitless,scaling factor beta_soil_ps time-averaged,mo_q_assimi_memory_class.f90
q_assimilation,beta_soil_ps_tcnl_mavg,2D,surface,conditional,no,FULL,unitless,scaling factor beta_soil_ps time-averaged,mo_q_assimi_memory_class.f90
q_assimilation,beta_soil_gs_daytime,2D,surface,conditional,no,FULL,unitless,scaling factor beta_soil_gs average of the previous day,mo_q_assimi_memory_class.f90
q_assimilation,beta_soil_gs_daytime_dacc,2D,surface,conditional,no,FULL,unitless,scaling factor beta_soil_gs average of the previous day,mo_q_assimi_memory_class.f90
q_assimilation,beta_soil_gs_tphen_mavg,2D,surface,prognostic,no,FULL,unitless,scaling factor beta_soil_gs time-averaged,mo_q_assimi_memory_class.f90
q_assimilation,beta_soil_gs_tfrac_mavg,2D,surface,conditional,no,FULL,unitless,scaling factor beta_soil_gs time-averaged,mo_q_assimi_memory_class.f90
q_assimilation,beta_soil_gs_tcnl_mavg,2D,surface,conditional,no,FULL,unitless,scaling factor beta_soil_gs time-averaged,mo_q_assimi_memory_class.f90
q_assimilation,wtr_soil_root_pot,2D,surface,prognostic,yes,BASIC,MPa,Soil water potential in the root zone,mo_q_assimi_memory_class.f90
q_phenology,growing_season,2D,surface,prognostic,yes,FULL,"[0 FALSE, 1 TRUE]",logical to identify whether the plant is in the growing season,mo_q_pheno_memory_class.f90
q_phenology,gdd,2D,surface,prognostic,no,FULL,K days,growing degree days above 5 degC,mo_q_pheno_memory_class.f90
q_phenology,nd_dormance,2D,surface,prognostic,no,NONE,# days,number of days since last growing season,mo_q_pheno_memory_class.f90
q_phenology,lai_max,2D,surface,prognostic,no,NONE,m2 m-2,maximum lai (site specific),mo_q_pheno_memory_class.f90
q_phenology,root_phenology_type,2D,surface,prognostic,no,NONE,category,category to identify end of season trigger in grasses,mo_q_pheno_memory_class.f90
q_soil_biogeochemistry,nhx_deposition_monthly,3D,vgrid_month,prognostic,yes,NONE,kg/m2/s,surface downward reduced nitrogen deposition velocity,mo_sb_memory_class.f90
q_soil_biogeochemistry,noy_deposition_monthly,3D,vgrid_month,prognostic,yes,NONE,kg/m2/s,surface downward oxidised nitrogen deposition velocity,mo_sb_memory_class.f90
q_soil_biogeochemistry,p_deposition_monthly,3D,vgrid_month,prognostic,yes,NONE,kg/m2/s,surface downward reduced phosphorus deposition velocity,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_c,3D,vgrid_soil_w,diagnostic,yes,BASIC,mol m-3,"total C, sum of all sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_n,3D,vgrid_soil_w,diagnostic,yes,BASIC,mol m-3,"total N, sum of all sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_p,3D,vgrid_soil_w,diagnostic,yes,FULL,mol m-3,"total P, sum of all sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_c13,3D,vgrid_soil_w,diagnostic,yes,MEDIUM,mol m-3,"total C13, sum of all sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_c14,3D,vgrid_soil_w,diagnostic,yes,MEDIUM,mol m-3,"total C14, sum of all sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_n15,3D,vgrid_soil_w,diagnostic,yes,FULL,mol m-3,"total N15, sum of all sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_bg_soil_c,3D,vgrid_soil_w,diagnostic,yes,BASIC,mol m-3,"total C, sum of SOM and below ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_bg_soil_n,3D,vgrid_soil_w,diagnostic,yes,BASIC,mol m-3,"total N, sum of SOM and below ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_bg_soil_p,3D,vgrid_soil_w,diagnostic,yes,FULL,mol m-3,"total P, sum of SOM and below ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_bg_soil_c13,3D,vgrid_soil_w,diagnostic,yes,FULL,mol m-3,"total C13, sum of SOM and below ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_bg_soil_c14,3D,vgrid_soil_w,diagnostic,yes,FULL,mol m-3,"total C14, sum of SOM and below ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_bg_soil_n15,3D,vgrid_soil_w,diagnostic,yes,FULL,mol m-3,"total N15, sum of SOM and below ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_ag_litter_c,2D,surface,diagnostic,yes,BASIC,mol m-2,"total C, sum of the above ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_ag_litter_n,2D,surface,diagnostic,yes,BASIC,mol m-2,"total N, sum of the above ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_ag_litter_p,2D,surface,diagnostic,yes,FULL,mol m-2,"total P, sum of the above ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_ag_litter_c13,2D,surface,diagnostic,yes,MEDIUM,mol m-2,"total C13, sum of the above ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_ag_litter_c14,2D,surface,diagnostic,yes,MEDIUM,mol m-2,"total C14, sum of the above ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_total_ag_litter_n15,2D,surface,diagnostic,yes,FULL,mol m-2,"total N15, sum of the above ground litter in sb_pool components",mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_ag_woody_litter_c,2D,surface,diagnostic,yes,BASIC,mol m-3,sb_pool woody litter,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_ag_woody_litter_n,2D,surface,diagnostic,yes,BASIC,mol m-3,sb_pool woody litter,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_ag_woody_litter_p,2D,surface,diagnostic,yes,FULL,mol m-3,sb_pool woody litter,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_ag_woody_litter_c13,2D,surface,diagnostic,yes,MEDIUM,mol m-3,sb_pool woody litter,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_ag_woody_litter_c14,2D,surface,diagnostic,yes,MEDIUM,mol m-3,sb_pool woody litter,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_pool_ag_woody_litter_n15,2D,surface,diagnostic,yes,FULL,mol m-3,sb_pool woody litter,mo_sb_memory_class.f90
q_soil_biogeochemistry,nh4_solute,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,ammonium in soil solution,mo_sb_memory_class.f90
q_soil_biogeochemistry,nh4_assoc,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,minerally associated ammonium,mo_sb_memory_class.f90
q_soil_biogeochemistry,no3_solute,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,nitrate in soil solution,mo_sb_memory_class.f90
q_soil_biogeochemistry,noy,3D,vgrid_soil_w,prognostic,yes,FULL,mol m-3,NO_y,mo_sb_memory_class.f90
q_soil_biogeochemistry,n2o,3D,vgrid_soil_w,prognostic,yes,FULL,mol m-3,N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,n2,3D,vgrid_soil_w,prognostic,yes,FULL,mol m-3,N2,mo_sb_memory_class.f90
q_soil_biogeochemistry,nh4_n15_solute,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,N15-ammonium in soil solution,mo_sb_memory_class.f90
q_soil_biogeochemistry,nh4_n15_assoc,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,minerally associated N15-ammonium,mo_sb_memory_class.f90
q_soil_biogeochemistry,no3_n15_solute,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,N15-nitrate in soil solution,mo_sb_memory_class.f90
q_soil_biogeochemistry,noy_n15,3D,vgrid_soil_w,prognostic,no,NONE,mol m-3,N15-NO_y,mo_sb_memory_class.f90
q_soil_biogeochemistry,n2o_n15,3D,vgrid_soil_w,prognostic,no,NONE,mol m-3,N15-N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,n2_n15,3D,vgrid_soil_w,prognostic,no,NONE,mol m-3,N15-N2,mo_sb_memory_class.f90
q_soil_biogeochemistry,po4_assoc_fast,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,fast minerally associated phosphate,mo_sb_memory_class.f90
q_soil_biogeochemistry,po4_assoc_slow,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,slow minerally associated phosphate,mo_sb_memory_class.f90
q_soil_biogeochemistry,po4_occluded,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,occluded phosphate,mo_sb_memory_class.f90
q_soil_biogeochemistry,po4_primary,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,primary phosphate mineral,mo_sb_memory_class.f90
q_soil_biogeochemistry,po4_solute,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,phosphate in soil solution,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_nh4_solute,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of ammonium in soil solution,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_nh4_assoc,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of minerally associated ammonium,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_no3_solute,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of nitrate in soil solution,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_noy,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of NO_y,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_n2o,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_n2,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of N2,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_nh4_n15_solute,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of N15-ammonium in soil solution,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_nh4_n15_assoc,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of minerally associated N15-ammonium,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_no3_n15_solute,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of N15-nitrate in soil solution,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_noy_n15,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of N15-NO_y,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_n2o_n15,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of N15-N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_n2_n15,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of N15-N2,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_po4_assoc_fast,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of fast minerally associated phosphate,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_po4_assoc_slow,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of slow minerally associated phosphate,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_po4_occluded,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of occluded phosphate,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_po4_primary,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of primary phosphate,mo_sb_memory_class.f90
q_soil_biogeochemistry,transport_po4_solute,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,transport of minerally associated phosphate,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_dom_carbon_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of dom carbon,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_dom_nitrogen_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of dom nitrogen,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_dom_phosphorus_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of dom phosphorus,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_dom_carbon13_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of dom C13,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_dom_carbon14_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of dom C14,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_dom_nitrogen15_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of dom N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_nh4_solute_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of NH4,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_no3_solute_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of NO3,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_po4_solute_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of PO4,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_nh4_n15_solute_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of 15NH4,mo_sb_memory_class.f90
q_soil_biogeochemistry,lateral_loss_no3_n15_solute_sl,3D,vgrid_soil_w,diagnostic,no,FULL,mol m-3 timestep-1,lateral loss of 15NO3,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_decomposition,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_depolymerisation,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_mic_uptake,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_plant_uptake,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_sorption,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_desorption,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_hsc,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_nitrification,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_denitrification,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_gasdiffusion,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rtm_asymb_bnf,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_decomposition,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_depolymerisation,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_mic_uptake,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_plant_uptake,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_sorption,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_desorption,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_hsc,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_nitrification,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_gasdiffusion,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,rmm_asymb_bnf,3D,vgrid_soil_w,diagnostic,no,NONE,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,het_respiration,3D,vgrid_soil_w,diagnostic,yes,BASIC,micro-mol m-3 s-1,heterotrophic respiration,mo_sb_memory_class.f90
q_soil_biogeochemistry,het_respiration_c13,3D,vgrid_soil_w,diagnostic,yes,FULL,micro-mol m-3 s-1,c13 heterotrophic respiration,mo_sb_memory_class.f90
q_soil_biogeochemistry,het_respiration_c14,3D,vgrid_soil_w,diagnostic,yes,FULL,micro-mol m-3 s-1,c14 heterotrophic respiration,mo_sb_memory_class.f90
q_soil_biogeochemistry,myc_respiration,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,mycorrhizae respiration,mo_sb_memory_class.f90
q_soil_biogeochemistry,myc_respiration_c13,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,c13 mycorrhizae respiration,mo_sb_memory_class.f90
q_soil_biogeochemistry,myc_respiration_c14,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,c14 mycorrhizae respiration,mo_sb_memory_class.f90
q_soil_biogeochemistry,net_mineralisation_nh4,3D,vgrid_soil_w,diagnostic,yes,BASIC,micro-mol m-3 s-1,net mineralisation of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,net_mineralisation_nh4_n15,3D,vgrid_soil_w,diagnostic,yes,FULL,micro-mol m-3 s-1,net mineralisation of N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,net_mineralisation_no3,3D,vgrid_soil_w,diagnostic,yes,BASIC,micro-mol m-3 s-1,net mineralisation of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,net_mineralisation_no3_n15,3D,vgrid_soil_w,diagnostic,yes,FULL,micro-mol m-3 s-1,net mineralisation of N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,net_mineralisation_po4,3D,vgrid_soil_w,diagnostic,yes,FULL,micro-mol m-3 s-1,net mineralisation of P,mo_sb_memory_class.f90
q_soil_biogeochemistry,plant_uptake_nh4_sl,3D,vgrid_soil_w,diagnostic,yes,FULL,micro-mol m-3 s-1,plant uptake of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,plant_uptake_nh4_n15_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,plant uptake of N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,plant_uptake_no3_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,plant uptake of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,plant_uptake_no3_n15_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,plant uptake of N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,plant_uptake_po4_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,plant uptake of P,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_uptake_nh4_sl,3D,vgrid_soil_w,diagnostic,yes,output_level_local,micro-mol m-3 s-1,microbial uptake of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_uptake_nh4_n15_sl,3D,vgrid_soil_w,diagnostic,no,output_level_local,micro-mol m-3 s-1,microbial uptake of N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_uptake_no3_sl,3D,vgrid_soil_w,diagnostic,yes,output_level_local,micro-mol m-3 s-1,microbial uptake of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_uptake_no3_n15_sl,3D,vgrid_soil_w,diagnostic,no,output_level_local,micro-mol m-3 s-1,microbial uptake of N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_uptake_po4_sl,3D,vgrid_soil_w,diagnostic,yes,output_level_local,micro-mol m-3 s-1,microbial uptake of P,mo_sb_memory_class.f90
q_soil_biogeochemistry,mycorrhiza_uptake_nh4_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,mycorrhiza uptake of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,mycorrhiza_uptake_nh4_n15_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,mycorrhiza uptake of N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,mycorrhiza_uptake_no3_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,mycorrhiza uptake of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,mycorrhiza_uptake_no3_n15_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,mycorrhiza uptake of N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,mycorrhiza_uptake_norg_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,mycorrhiza uptake of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,mycorrhiza_uptake_norg_n15_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,mycorrhiza uptake of N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,mycorrhiza_uptake_po4_sl,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,mycorrhiza uptake of P,mo_sb_memory_class.f90
q_soil_biogeochemistry,myc_export_n_tlabile_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,time averaged mycorrhizae export of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,myc_export_p_tlabile_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,time averaged mycorrhizae export of P,mo_sb_memory_class.f90
q_soil_biogeochemistry,myc_export_c_tmyc_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,time averaged mycorrhizae export of C,mo_sb_memory_class.f90
q_soil_biogeochemistry,myc_export_n_tmyc_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol m-3,time averaged mycorrhizae export of N,mo_sb_memory_class.f90
q_soil_biogeochemistry,volatilisation_nh4,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,volatilisation of NH4,mo_sb_memory_class.f90
q_soil_biogeochemistry,volatilisation_nh4_n15,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,volatilisation of 15NH4,mo_sb_memory_class.f90
q_soil_biogeochemistry,nitrification_no3,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification NO3,mo_sb_memory_class.f90
q_soil_biogeochemistry,nitrification_no3_n15,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification 15NO3,mo_sb_memory_class.f90
q_soil_biogeochemistry,nitrification_noy,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification to NOy,mo_sb_memory_class.f90
q_soil_biogeochemistry,nitrification_noy_n15,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification to 15NOy,mo_sb_memory_class.f90
q_soil_biogeochemistry,nitrification_n2o,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification to N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,nitrification_n2o_n15,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification to 15N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,denitrification_noy,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification NOy,mo_sb_memory_class.f90
q_soil_biogeochemistry,denitrification_n2o_n15,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification to 15N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,denitrification_n2o,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification to N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,denitrification_noy_n15,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,nitrification 15NOy,mo_sb_memory_class.f90
q_soil_biogeochemistry,denitrification_n2,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,denitrification to N2,mo_sb_memory_class.f90
q_soil_biogeochemistry,denitrification_n2_n15,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,denitrification to 15N2,mo_sb_memory_class.f90
q_soil_biogeochemistry,asymb_n_fixation,3D,vgrid_soil_w,diagnostic,yes,MEDIUM,micro-mol m-3 s-1,asymboitic N fixation,mo_sb_memory_class.f90
q_soil_biogeochemistry,asymb_n_fixation_n15,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,asymboitic 15N fixation,mo_sb_memory_class.f90
q_soil_biogeochemistry,weathering_po4,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,phosphorus weathering rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,occlusion_po4,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,"phosphorus occlusion rate, assoc_slow --> occluded",mo_sb_memory_class.f90
q_soil_biogeochemistry,slow_exchange_po4,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol P m-3 s-1,"phosphorus slow exchange rate, assoc_fast <--> assoc_slow",mo_sb_memory_class.f90
q_soil_biogeochemistry,fast_exchange_po4,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol P m-3 s-1,"phosphorus fast exchange rate, solute <--> assoc_fast",mo_sb_memory_class.f90
q_soil_biogeochemistry,fast_exchange_nh4,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol N m-3 s-1,"nh4 fast exchange rate, solute <--> nh4_assoc",mo_sb_memory_class.f90
q_soil_biogeochemistry,fast_adsorpt_po4,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol P m-3 s-1,"phosphorus fast exchange rate, solute <--> assoc_fast",mo_sb_memory_class.f90
q_soil_biogeochemistry,fast_adsorpt_nh4,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol N m-3 s-1,"nh4 fast adsorption rate, solute --> nh4_assoc",mo_sb_memory_class.f90
q_soil_biogeochemistry,biochem_mineralisation_po4,3D,vgrid_soil_w,diagnostic,yes,output_level_local,micro-mol m-3 s-1,phosphorus biochemical mineralization rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,gross_mineralisation_po4,3D,vgrid_soil_w,diagnostic,no,FULL,micro-mol m-3 s-1,phosphorus gross (biological) mineralization rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_dom_carbon,2D,surface,diagnostic,yes,output_level_local,micro-mol m-2 s-1,land to groundwater flux of DOM-C,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_dom_nitrogen,2D,surface,diagnostic,yes,FULL,micro-mol m-2 s-1,land to groundwater flux of DOM-N,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_dom_phosphorus,2D,surface,diagnostic,yes,FULL,micro-mol m-2 s-1,land to groundwater flux of DOM-P,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_dom_carbon13,2D,surface,diagnostic,no,FULL,micro-mol m-2 s-1,land to groundwater flux of DOM-C13,mo_sb_memory_class.f90
